"invoice_no","Revenue"
"I127812","9602.72"
"I393236","5401.53"
"I333737","5401.53"
"I555491","5401.53"
"I272651","5401.53"
"I296649","15004.25"
"I199056","15004.25"
"I126059","9602.72"
"I921225","9602.72"
"I171140","5401.53"
"I254489","5401.53"
"I865641","15004.25"
"I287166","9602.72"
"I249334","5401.53"
"I109200","5401.53"
"I409595","9602.72"
"I258198","9602.72"
"I642702","15004.25"
"I314894","15004.25"
"I188898","5401.53"
"I312740","15004.25"
"I210156","5401.53"
"I379112","5401.53"
"I122592","5401.53"
"I112110","15004.25"
"I267893","15004.25"
"I157954","15004.25"
"I375567","15004.25"
"I302311","5401.53"
"I146356","15004.25"
"I116928","5401.53"
"I539922","5401.53"
"I313443","5401.53"
"I858086","9602.72"
"I429238","9602.72"
"I332363","9602.72"
"I926437","9602.72"
"I199839","9602.72"
"I905276","5401.53"
"I287285","9602.72"
"I599278","15004.25"
"I325878","15004.25"
"I181571","5401.53"
"I258385","15004.25"
"I163071","9602.72"
"I824836","15004.25"
"I122581","15004.25"
"I299206","15004.25"
"I186952","15004.25"
"I317483","9602.72"
"I635087","5401.53"
"I187014","9602.72"
"I120210","5401.53"
"I944773","9602.72"
"I107074","15004.25"
"I919542","9602.72"
"I123690","9602.72"
"I679536","15004.25"
"I320358","9602.72"
"I232368","15004.25"
"I257730","5401.53"
"I299607","5401.53"
"I520274","5401.53"
"I247613","9602.72"
"I273567","15004.25"
"I177373","9602.72"
"I122123","9602.72"
"I162060","15004.25"
"I286438","9602.72"
"I278312","5401.53"
"I102931","15004.25"
"I173502","9602.72"
"I333945","9602.72"
"I323567","9602.72"
"I311269","15004.25"
"I327295","9602.72"
"I198246","5401.53"
"I178122","9602.72"
"I233053","5401.53"
"I203278","15004.25"
"I960419","9602.72"
"I250148","5401.53"
"I315336","15004.25"
"I531563","15004.25"
"I136463","15004.25"
"I305266","9602.72"
"I397448","5401.53"
"I310938","5401.53"
"I136583","15004.25"
"I288907","9602.72"
"I111047","15004.25"
"I312511","15004.25"
"I248961","15004.25"
"I785764","5401.53"
"I168422","5401.53"
"I806393","15004.25"
"I122979","5401.53"
"I317613","15004.25"
"I278382","9602.72"
"I202147","9602.72"
"I302558","5401.53"
"I100991","15004.25"
"I186698","9602.72"
"I189871","9602.72"
"I243328","9602.72"
"I531802","5401.53"
"I123652","15004.25"
"I264772","5401.53"
"I223243","15004.25"
"I233523","5401.53"
"I341577","9602.72"
"I224131","9602.72"
"I325290","9602.72"
"I204899","5401.53"
"I679001","5401.53"
"I175327","9602.72"
"I224238","15004.25"
"I683684","9602.72"
"I267544","15004.25"
"I115366","5401.53"
"I984424","15004.25"
"I307998","5401.53"
"I164754","9602.72"
"I185657","5401.53"
"I132747","5401.53"
"I326793","15004.25"
"I140836","5401.53"
"I406902","5401.53"
"I400994","9602.72"
"I175393","9602.72"
"I263905","15004.25"
"I148872","5401.53"
"I205582","9602.72"
"I222152","9602.72"
"I331186","15004.25"
"I154121","9602.72"
"I524960","15004.25"
"I255022","9602.72"
"I148623","9602.72"
"I225913","9602.72"
"I475132","5401.53"
"I311450","5401.53"
"I136884","15004.25"
"I130031","9602.72"
"I237595","9602.72"
"I309514","5401.53"
"I272179","9602.72"
"I155048","15004.25"
"I286093","5401.53"
"I625022","15004.25"
"I295887","5401.53"
"I800465","5401.53"
"I258262","15004.25"
"I307822","5401.53"
"I316857","15004.25"
"I201386","9602.72"
"I293370","5401.53"
"I643071","9602.72"
"I244664","5401.53"
"I542123","15004.25"
"I241601","15004.25"
"I320751","15004.25"
"I128967","5401.53"
"I179592","9602.72"
"I765334","15004.25"
"I150210","15004.25"
"I285064","5401.53"
"I283123","9602.72"
"I356634","5401.53"
"I182126","9602.72"
"I461600","9602.72"
"I338189","9602.72"
"I245166","15004.25"
"I489283","15004.25"
"I175357","9602.72"
"I452663","5401.53"
"I163656","15004.25"
"I420658","5401.53"
"I408105","9602.72"
"I115002","15004.25"
"I174490","9602.72"
"I769330","15004.25"
"I800701","15004.25"
"I233177","5401.53"
"I272964","9602.72"
"I108408","9602.72"
"I324898","5401.53"
"I102994","5401.53"
"I274442","9602.72"
"I970011","9602.72"
"I174022","15004.25"
"I191265","5401.53"
"I170071","15004.25"
"I325603","5401.53"
"I845945","15004.25"
"I284504","9602.72"
"I325833","5401.53"
"I178887","15004.25"
"I142198","5401.53"
"I177826","5401.53"
"I331834","9602.72"
"I228964","5401.53"
"I238372","15004.25"
"I171705","5401.53"
"I688999","15004.25"
"I160733","5401.53"
"I219868","5401.53"
"I167025","5401.53"
"I511750","5401.53"
"I508539","9602.72"
"I476282","9602.72"
"I894245","5401.53"
"I863594","5401.53"
"I105943","9602.72"
"I241403","9602.72"
"I724247","15004.25"
"I150289","9602.72"
"I264613","9602.72"
"I116617","5401.53"
"I566991","5401.53"
"I242622","5401.53"
"I287309","9602.72"
"I576934","9602.72"
"I763301","9602.72"
"I335165","5401.53"
"I589850","15004.25"
"I339002","15004.25"
"I230905","9602.72"
"I177243","9602.72"
"I123008","9602.72"
"I140136","15004.25"
"I351274","9602.72"
"I214403","5401.53"
"I239090","9602.72"
"I232207","5401.53"
"I847370","5401.53"
"I340421","15004.25"
"I461590","5401.53"
"I181156","9602.72"
"I336945","15004.25"
"I253483","15004.25"
"I301138","5401.53"
"I141327","9602.72"
"I323268","9602.72"
"I264836","15004.25"
"I686091","5401.53"
"I127336","15004.25"
"I255762","15004.25"
"I128604","5401.53"
"I178381","9602.72"
"I178916","15004.25"
"I162985","15004.25"
"I280094","9602.72"
"I413217","15004.25"
"I695087","15004.25"
"I251339","15004.25"
"I192005","9602.72"
"I193182","15004.25"
"I533408","5401.53"
"I246085","15004.25"
"I328897","15004.25"
"I162981","15004.25"
"I189764","15004.25"
"I189702","5401.53"
"I132570","9602.72"
"I152599","9602.72"
"I577042","15004.25"
"I223970","9602.72"
"I329978","9602.72"
"I336374","5401.53"
"I140497","9602.72"
"I238076","15004.25"
"I307282","5401.53"
"I177095","9602.72"
"I223423","9602.72"
"I159011","9602.72"
"I245883","5401.53"
"I212539","15004.25"
"I315504","15004.25"
"I159769","5401.53"
"I217687","9602.72"
"I180522","5401.53"
"I191745","5401.53"
"I168747","9602.72"
"I339432","9602.72"
"I313214","5401.53"
"I383588","5401.53"
"I289767","15004.25"
"I110547","15004.25"
"I197664","15004.25"
"I238981","15004.25"
"I215720","15004.25"
"I697385","5401.53"
"I112679","15004.25"
"I168877","9602.72"
"I316558","15004.25"
"I274662","9602.72"
"I325968","9602.72"
"I325745","5401.53"
"I104466","15004.25"
"I270505","9602.72"
"I112603","15004.25"
"I276963","9602.72"
"I186150","15004.25"
"I246259","15004.25"
"I312939","15004.25"
"I108192","9602.72"
"I111402","9602.72"
"I822844","9602.72"
"I137558","9602.72"
"I112695","5401.53"
"I899294","15004.25"
"I786983","5401.53"
"I146379","9602.72"
"I449982","15004.25"
"I317041","15004.25"
"I316302","9602.72"
"I241896","15004.25"
"I184839","9602.72"
"I868497","15004.25"
"I312348","5401.53"
"I538893","9602.72"
"I119983","5401.53"
"I369653","5401.53"
"I233821","9602.72"
"I258100","15004.25"
"I215959","9602.72"
"I483229","15004.25"
"I256429","15004.25"
"I285241","9602.72"
"I197618","5401.53"
"I170416","15004.25"
"I105734","15004.25"
"I999922","5401.53"
"I874027","9602.72"
"I703282","9602.72"
"I546212","15004.25"
"I718523","5401.53"
"I361492","15004.25"
"I197373","5401.53"
"I248938","5401.53"
"I139606","5401.53"
"I201748","9602.72"
"I308507","9602.72"
"I259733","5401.53"
"I292597","15004.25"
"I103940","9602.72"
"I177190","9602.72"
"I886200","9602.72"
"I323626","15004.25"
"I949911","9602.72"
"I425796","5401.53"
"I294011","5401.53"
"I160270","15004.25"
"I770441","5401.53"
"I744264","15004.25"
"I329279","9602.72"
"I258233","5401.53"
"I886713","15004.25"
"I233769","9602.72"
"I686805","5401.53"
"I321346","15004.25"
"I737468","9602.72"
"I317959","9602.72"
"I140414","9602.72"
"I195546","5401.53"
"I115905","15004.25"
"I299447","15004.25"
"I119081","15004.25"
"I297718","9602.72"
"I121116","9602.72"
"I961577","9602.72"
"I108746","5401.53"
"I208850","15004.25"
"I187024","9602.72"
"I201941","9602.72"
"I238628","9602.72"
"I207890","15004.25"
"I223833","5401.53"
"I117016","9602.72"
"I205922","15004.25"
"I166309","5401.53"
"I247492","15004.25"
"I740802","15004.25"
"I124291","15004.25"
"I327538","15004.25"
"I286654","15004.25"
"I231937","9602.72"
"I156411","15004.25"
"I124220","5401.53"
"I185536","5401.53"
"I427957","5401.53"
"I295589","15004.25"
"I467335","9602.72"
"I398393","5401.53"
"I279200","15004.25"
"I664069","15004.25"
"I293306","15004.25"
"I179242","5401.53"
"I136416","15004.25"
"I125981","15004.25"
"I155529","9602.72"
"I397319","9602.72"
"I234861","15004.25"
"I559591","15004.25"
"I175169","9602.72"
"I101113","5401.53"
"I177475","9602.72"
"I337904","5401.53"
"I331817","15004.25"
"I224766","9602.72"
"I637119","5401.53"
"I115946","15004.25"
"I286703","15004.25"
"I217883","9602.72"
"I966884","15004.25"
"I550646","9602.72"
"I168847","15004.25"
"I534564","15004.25"
"I183188","5401.53"
"I176005","9602.72"
"I232241","9602.72"
"I183438","9602.72"
"I644308","5401.53"
"I274911","5401.53"
"I191223","5401.53"
"I165451","15004.25"
"I322487","9602.72"
"I724293","15004.25"
"I208010","15004.25"
"I313898","15004.25"
"I327090","9602.72"
"I290765","15004.25"
"I547595","5401.53"
"I518491","9602.72"
"I143493","15004.25"
"I541072","9602.72"
"I214831","9602.72"
"I215726","5401.53"
"I932929","5401.53"
"I268116","15004.25"
"I219874","5401.53"
"I212682","9602.72"
"I675931","9602.72"
"I165655","5401.53"
"I314023","5401.53"
"I112138","9602.72"
"I141576","9602.72"
"I150824","5401.53"
"I287389","15004.25"
"I143404","15004.25"
"I305874","15004.25"
"I307795","15004.25"
"I328283","5401.53"
"I139103","5401.53"
"I534269","9602.72"
"I160981","15004.25"
"I776154","5401.53"
"I600013","5401.53"
"I322934","9602.72"
"I217116","5401.53"
"I244247","15004.25"
"I177662","5401.53"
"I266490","9602.72"
"I186103","9602.72"
"I349739","9602.72"
"I180559","9602.72"
"I126387","5401.53"
"I152142","9602.72"
"I743743","9602.72"
"I751425","9602.72"
"I246025","5401.53"
"I802146","9602.72"
"I168578","15004.25"
"I339714","9602.72"
"I790578","15004.25"
"I243319","15004.25"
"I392667","15004.25"
"I251288","15004.25"
"I322120","5401.53"
"I585853","15004.25"
"I134990","15004.25"
"I229150","5401.53"
"I184838","9602.72"
"I837992","9602.72"
"I290748","9602.72"
"I262839","5401.53"
"I105508","15004.25"
"I168592","9602.72"
"I158877","5401.53"
"I298695","15004.25"
"I434120","5401.53"
"I184553","9602.72"
"I683220","9602.72"
"I176576","5401.53"
"I313506","15004.25"
"I286945","5401.53"
"I155234","9602.72"
"I898697","9602.72"
"I355170","5401.53"
"I267775","15004.25"
"I465299","9602.72"
"I135989","5401.53"
"I186186","5401.53"
"I274335","5401.53"
"I362564","15004.25"
"I240800","9602.72"
"I412456","5401.53"
"I503494","5401.53"
"I518525","15004.25"
"I281275","9602.72"
"I298683","9602.72"
"I182853","9602.72"
"I618724","15004.25"
"I149131","9602.72"
"I211859","15004.25"
"I567970","5401.53"
"I249293","5401.53"
"I274346","15004.25"
"I284581","15004.25"
"I124570","9602.72"
"I172400","5401.53"
"I280157","9602.72"
"I449423","9602.72"
"I138580","5401.53"
"I302963","9602.72"
"I172956","5401.53"
"I256643","9602.72"
"I394476","5401.53"
"I319102","9602.72"
"I306714","15004.25"
"I243916","15004.25"
"I160064","5401.53"
"I270930","15004.25"
"I565469","15004.25"
"I296987","9602.72"
"I217703","5401.53"
"I284658","5401.53"
"I208065","5401.53"
"I311958","15004.25"
"I177245","9602.72"
"I122769","5401.53"
"I286818","9602.72"
"I294079","15004.25"
"I295567","15004.25"
"I198202","5401.53"
"I107722","5401.53"
"I104253","15004.25"
"I108445","9602.72"
"I936167","15004.25"
"I213860","5401.53"
"I107944","5401.53"
"I498591","9602.72"
"I292092","9602.72"
"I508532","15004.25"
"I434009","15004.25"
"I191182","5401.53"
"I169914","9602.72"
"I665869","9602.72"
"I395285","9602.72"
"I172123","5401.53"
"I191425","9602.72"
"I211254","9602.72"
"I148105","15004.25"
"I189708","15004.25"
"I764210","5401.53"
"I201166","9602.72"
"I159621","5401.53"
"I181057","9602.72"
"I219985","5401.53"
"I488452","9602.72"
"I157772","5401.53"
"I289044","5401.53"
"I179364","15004.25"
"I250276","15004.25"
"I303836","5401.53"
"I260119","15004.25"
"I141088","5401.53"
"I237338","5401.53"
"I270927","9602.72"
"I244213","9602.72"
"I287390","5401.53"
"I252446","5401.53"
"I105055","5401.53"
"I311773","15004.25"
"I196974","9602.72"
"I261574","5401.53"
"I315413","15004.25"
"I164726","15004.25"
"I404036","9602.72"
"I749639","9602.72"
"I774409","15004.25"
"I169170","9602.72"
"I228943","5401.53"
"I980252","15004.25"
"I104952","15004.25"
"I184243","9602.72"
"I161937","5401.53"
"I134508","9602.72"
"I331967","9602.72"
"I273209","9602.72"
"I103175","9602.72"
"I326022","5401.53"
"I320443","5401.53"
"I321996","15004.25"
"I334685","15004.25"
"I176640","5401.53"
"I284823","9602.72"
"I303161","9602.72"
"I472530","5401.53"
"I371921","15004.25"
"I560165","9602.72"
"I884592","5401.53"
"I220341","9602.72"
"I250004","15004.25"
"I585232","15004.25"
"I335209","5401.53"
"I229869","15004.25"
"I329320","5401.53"
"I977437","5401.53"
"I247485","9602.72"
"I297847","9602.72"
"I327979","15004.25"
"I294970","5401.53"
"I101051","5401.53"
"I250484","15004.25"
"I384943","5401.53"
"I227210","9602.72"
"I147562","5401.53"
"I260011","9602.72"
"I252807","15004.25"
"I169056","15004.25"
"I131589","5401.53"
"I263076","15004.25"
"I276584","15004.25"
"I295450","9602.72"
"I121837","15004.25"
"I840442","5401.53"
"I131767","5401.53"
"I419742","5401.53"
"I677217","5401.53"
"I286166","9602.72"
"I793456","5401.53"
"I877331","15004.25"
"I186485","15004.25"
"I118417","9602.72"
"I188098","15004.25"
"I332501","9602.72"
"I321524","5401.53"
"I147252","15004.25"
"I702575","15004.25"
"I178039","15004.25"
"I180470","5401.53"
"I288978","9602.72"
"I711973","15004.25"
"I506170","15004.25"
"I293758","15004.25"
"I104318","9602.72"
"I222508","9602.72"
"I267843","9602.72"
"I389768","15004.25"
"I185485","9602.72"
"I256821","9602.72"
"I149798","9602.72"
"I178137","9602.72"
"I185739","15004.25"
"I610342","5401.53"
"I663713","9602.72"
"I310283","5401.53"
"I117293","9602.72"
"I260387","15004.25"
"I153992","9602.72"
"I403779","15004.25"
"I221886","5401.53"
"I276185","5401.53"
"I760691","15004.25"
"I302187","9602.72"
"I279661","9602.72"
"I214080","15004.25"
"I214957","15004.25"
"I209529","5401.53"
"I243947","5401.53"
"I141360","15004.25"
"I262685","9602.72"
"I134527","5401.53"
"I171964","9602.72"
"I108184","15004.25"
"I175058","5401.53"
"I810322","15004.25"
"I306026","9602.72"
"I156126","15004.25"
"I197560","15004.25"
"I987610","15004.25"
"I426189","9602.72"
"I185241","5401.53"
"I309600","15004.25"
"I444178","5401.53"
"I158010","5401.53"
"I165096","15004.25"
"I122566","15004.25"
"I513182","5401.53"
"I142995","15004.25"
"I157941","15004.25"
"I839066","15004.25"
"I293858","15004.25"
"I200830","9602.72"
"I177037","9602.72"
"I181959","5401.53"
"I172084","15004.25"
"I313895","5401.53"
"I274135","15004.25"
"I377795","15004.25"
"I165452","15004.25"
"I115850","5401.53"
"I286981","15004.25"
"I285139","9602.72"
"I198089","15004.25"
"I302827","9602.72"
"I162072","5401.53"
"I219138","9602.72"
"I539655","9602.72"
"I238506","15004.25"
"I872108","15004.25"
"I118869","9602.72"
"I123366","5401.53"
"I276458","15004.25"
"I183812","5401.53"
"I221191","5401.53"
"I253693","15004.25"
"I264313","9602.72"
"I212533","9602.72"
"I202706","5401.53"
"I239488","9602.72"
"I559143","5401.53"
"I204310","9602.72"
"I242814","5401.53"
"I158039","15004.25"
"I624801","5401.53"
"I199966","5401.53"
"I106424","9602.72"
"I652452","15004.25"
"I123917","5401.53"
"I313935","5401.53"
"I214421","5401.53"
"I200933","5401.53"
"I686299","5401.53"
"I178729","5401.53"
"I218245","9602.72"
"I587395","9602.72"
"I187662","15004.25"
"I198058","5401.53"
"I355107","5401.53"
"I256761","15004.25"
"I172985","5401.53"
"I333488","15004.25"
"I276985","15004.25"
"I293876","15004.25"
"I253161","15004.25"
"I285130","9602.72"
"I418555","5401.53"
"I180833","9602.72"
"I313808","9602.72"
"I512194","15004.25"
"I256021","9602.72"
"I927588","15004.25"
"I247943","9602.72"
"I131188","15004.25"
"I240927","9602.72"
"I150527","9602.72"
"I317786","15004.25"
"I253255","5401.53"
"I132104","15004.25"
"I207983","5401.53"
"I301453","5401.53"
"I450940","5401.53"
"I133630","15004.25"
"I233107","15004.25"
"I316660","5401.53"
"I255808","9602.72"
"I339252","9602.72"
"I255409","15004.25"
"I227581","15004.25"
"I605690","9602.72"
"I612911","5401.53"
"I104983","5401.53"
"I271317","15004.25"
"I225154","15004.25"
"I195814","15004.25"
"I196081","15004.25"
"I317572","9602.72"
"I235516","5401.53"
"I280728","15004.25"
"I112975","15004.25"
"I441851","15004.25"
"I940315","5401.53"
"I335015","5401.53"
"I579205","15004.25"
"I382900","15004.25"
"I145236","15004.25"
"I679214","5401.53"
"I255799","9602.72"
"I161395","15004.25"
"I197818","5401.53"
"I250136","5401.53"
"I152973","9602.72"
"I608733","5401.53"
"I287413","5401.53"
"I240706","9602.72"
"I252204","9602.72"
"I282094","9602.72"
"I298057","5401.53"
"I370034","5401.53"
"I919564","5401.53"
"I222080","9602.72"
"I283635","9602.72"
"I195822","9602.72"
"I535205","15004.25"
"I738759","15004.25"
"I335968","9602.72"
"I223704","15004.25"
"I111589","9602.72"
"I152498","9602.72"
"I999311","5401.53"
"I166850","9602.72"
"I311601","9602.72"
"I262221","9602.72"
"I171812","15004.25"
"I217561","9602.72"
"I223117","15004.25"
"I258435","15004.25"
"I321610","5401.53"
"I290202","15004.25"
"I142121","9602.72"
"I276308","5401.53"
"I110832","9602.72"
"I614643","9602.72"
"I307210","5401.53"
"I438584","15004.25"
"I418312","15004.25"
"I120951","5401.53"
"I144855","9602.72"
"I754083","5401.53"
"I223099","15004.25"
"I686062","15004.25"
"I136125","15004.25"
"I107175","5401.53"
"I144559","15004.25"
"I912035","5401.53"
"I574672","5401.53"
"I136566","15004.25"
"I273582","15004.25"
"I676301","9602.72"
"I832790","9602.72"
"I675225","9602.72"
"I125856","15004.25"
"I226667","5401.53"
"I129656","15004.25"
"I992681","15004.25"
"I754150","15004.25"
"I168265","5401.53"
"I334062","9602.72"
"I338573","9602.72"
"I655423","15004.25"
"I253931","15004.25"
"I942506","9602.72"
"I330453","5401.53"
"I274599","9602.72"
"I123053","15004.25"
"I190070","5401.53"
"I754066","5401.53"
"I281108","9602.72"
"I694660","5401.53"
"I708015","5401.53"
"I108201","9602.72"
"I210211","9602.72"
"I130439","5401.53"
"I336157","15004.25"
"I316742","15004.25"
"I211772","5401.53"
"I182446","5401.53"
"I180449","9602.72"
"I216919","9602.72"
"I164367","9602.72"
"I333641","9602.72"
"I112742","15004.25"
"I465844","5401.53"
"I284689","5401.53"
"I307188","5401.53"
"I137391","15004.25"
"I204774","15004.25"
"I125414","15004.25"
"I101870","5401.53"
"I229367","15004.25"
"I306195","9602.72"
"I116561","5401.53"
"I590943","15004.25"
"I179175","5401.53"
"I308771","9602.72"
"I297023","9602.72"
"I688625","5401.53"
"I628727","15004.25"
"I320056","5401.53"
"I680088","15004.25"
"I735484","15004.25"
"I673563","9602.72"
"I181085","15004.25"
"I181934","15004.25"
"I126472","9602.72"
"I245501","9602.72"
"I187529","5401.53"
"I104261","15004.25"
"I468573","9602.72"
"I368190","15004.25"
"I185781","15004.25"
"I240019","5401.53"
"I725131","15004.25"
"I234778","9602.72"
"I331422","9602.72"
"I131005","5401.53"
"I475299","9602.72"
"I278860","15004.25"
"I270256","9602.72"
"I313408","15004.25"
"I245341","5401.53"
"I225193","9602.72"
"I306627","9602.72"
"I654265","5401.53"
"I192244","15004.25"
"I112974","5401.53"
"I130753","5401.53"
"I738957","5401.53"
"I251787","15004.25"
"I836747","5401.53"
"I788817","15004.25"
"I333830","15004.25"
"I218016","9602.72"
"I295957","15004.25"
"I621431","15004.25"
"I281661","15004.25"
"I696376","9602.72"
"I195836","5401.53"
"I307318","9602.72"
"I229427","15004.25"
"I112394","5401.53"
"I314578","15004.25"
"I898668","9602.72"
"I192971","9602.72"
"I210711","5401.53"
"I286068","15004.25"
"I312860","15004.25"
"I199000","9602.72"
"I136483","9602.72"
"I226416","5401.53"
"I235852","15004.25"
"I179607","15004.25"
"I246361","5401.53"
"I246090","15004.25"
"I219181","15004.25"
"I134199","5401.53"
"I665298","15004.25"
"I846179","5401.53"
"I311588","5401.53"
"I162965","15004.25"
"I269909","15004.25"
"I100152","15004.25"
"I196393","15004.25"
"I298845","5401.53"
"I738761","9602.72"
"I251364","9602.72"
"I335815","5401.53"
"I138363","5401.53"
"I291574","5401.53"
"I266075","9602.72"
"I156731","5401.53"
"I556655","5401.53"
"I116290","15004.25"
"I985772","15004.25"
"I170082","5401.53"
"I143827","15004.25"
"I236631","5401.53"
"I290706","9602.72"
"I854971","15004.25"
"I226147","9602.72"
"I139435","5401.53"
"I277415","5401.53"
"I115390","15004.25"
"I172750","5401.53"
"I302644","15004.25"
"I231175","5401.53"
"I943372","9602.72"
"I604837","9602.72"
"I237004","5401.53"
"I685923","15004.25"
"I150078","9602.72"
"I177404","5401.53"
"I303576","9602.72"
"I225389","15004.25"
"I143386","9602.72"
"I959684","5401.53"
"I309004","5401.53"
"I368319","15004.25"
"I632816","15004.25"
"I143511","15004.25"
"I102143","5401.53"
"I249427","15004.25"
"I331916","9602.72"
"I176224","15004.25"
"I283416","15004.25"
"I977230","5401.53"
"I665079","15004.25"
"I102374","5401.53"
"I159653","5401.53"
"I325345","15004.25"
"I324312","9602.72"
"I162388","15004.25"
"I169256","9602.72"
"I283388","15004.25"
"I223229","9602.72"
"I866099","15004.25"
"I219655","15004.25"
"I170790","15004.25"
"I427906","5401.53"
"I323336","5401.53"
"I220510","15004.25"
"I213110","5401.53"
"I792813","15004.25"
"I641123","5401.53"
"I276330","9602.72"
"I210592","5401.53"
"I117320","15004.25"
"I194311","15004.25"
"I321953","9602.72"
"I197267","5401.53"
"I274195","5401.53"
"I473070","9602.72"
"I785821","9602.72"
"I155713","15004.25"
"I641019","9602.72"
"I137465","9602.72"
"I111901","9602.72"
"I172854","5401.53"
"I825987","5401.53"
"I139679","15004.25"
"I134542","9602.72"
"I279883","9602.72"
"I222045","15004.25"
"I325887","15004.25"
"I326816","9602.72"
"I253340","9602.72"
"I276317","5401.53"
"I108063","9602.72"
"I168794","9602.72"
"I757064","15004.25"
"I167359","5401.53"
"I150802","9602.72"
"I675742","15004.25"
"I352799","9602.72"
"I238362","9602.72"
"I276372","5401.53"
"I187173","15004.25"
"I293673","5401.53"
"I234630","9602.72"
"I262750","15004.25"
"I229523","15004.25"
"I180133","15004.25"
"I264042","15004.25"
"I792489","5401.53"
"I273346","9602.72"
"I386212","5401.53"
"I262490","15004.25"
"I242027","9602.72"
"I143730","9602.72"
"I109919","9602.72"
"I295738","15004.25"
"I820705","9602.72"
"I316204","5401.53"
"I149929","15004.25"
"I848868","9602.72"
"I291625","5401.53"
"I563529","9602.72"
"I121271","15004.25"
"I186400","15004.25"
"I567152","15004.25"
"I582954","5401.53"
"I409391","9602.72"
"I242048","9602.72"
"I211329","9602.72"
"I113838","15004.25"
"I323117","5401.53"
"I185944","5401.53"
"I161880","9602.72"
"I137824","5401.53"
"I256320","9602.72"
"I130284","15004.25"
"I330860","9602.72"
"I595938","15004.25"
"I431187","5401.53"
"I219699","15004.25"
"I307045","15004.25"
"I318650","9602.72"
"I939633","5401.53"
"I221955","5401.53"
"I115144","15004.25"
"I113774","15004.25"
"I308665","15004.25"
"I121588","5401.53"
"I201350","9602.72"
"I101745","15004.25"
"I401848","9602.72"
"I464494","5401.53"
"I496513","5401.53"
"I304864","15004.25"
"I329298","9602.72"
"I159231","9602.72"
"I146887","5401.53"
"I119301","15004.25"
"I144688","15004.25"
"I702425","15004.25"
"I327799","9602.72"
"I147497","9602.72"
"I270713","5401.53"
"I161571","9602.72"
"I234527","15004.25"
"I155170","9602.72"
"I976852","15004.25"
"I184491","15004.25"
"I144443","15004.25"
"I282277","15004.25"
"I328026","9602.72"
"I224616","15004.25"
"I101008","5401.53"
"I169762","9602.72"
"I501012","15004.25"
"I668221","9602.72"
"I143906","9602.72"
"I153756","15004.25"
"I204613","15004.25"
"I444537","15004.25"
"I538642","5401.53"
"I947320","5401.53"
"I243150","5401.53"
"I266073","5401.53"
"I219252","9602.72"
"I314869","15004.25"
"I120637","9602.72"
"I215132","9602.72"
"I232813","15004.25"
"I215439","9602.72"
"I122114","5401.53"
"I148781","9602.72"
"I797210","9602.72"
"I177199","5401.53"
"I184824","5401.53"
"I557283","5401.53"
"I181151","15004.25"
"I890710","5401.53"
"I232571","5401.53"
"I124133","15004.25"
"I157489","15004.25"
"I876167","15004.25"
"I304844","5401.53"
"I272265","5401.53"
"I195668","9602.72"
"I298143","9602.72"
"I107708","5401.53"
"I293900","9602.72"
"I234752","5401.53"
"I191646","9602.72"
"I748218","15004.25"
"I208380","5401.53"
"I271446","5401.53"
"I265141","15004.25"
"I291993","15004.25"
"I283570","9602.72"
"I302634","15004.25"
"I552980","9602.72"
"I135711","5401.53"
"I305949","15004.25"
"I252970","15004.25"
"I122994","9602.72"
"I295554","15004.25"
"I325948","5401.53"
"I226021","15004.25"
"I180364","9602.72"
"I778187","5401.53"
"I223546","15004.25"
"I316780","15004.25"
"I116956","9602.72"
"I159132","5401.53"
"I826420","9602.72"
"I203545","9602.72"
"I235667","15004.25"
"I308166","5401.53"
"I282995","15004.25"
"I396458","5401.53"
"I225228","5401.53"
"I222779","5401.53"
"I104619","5401.53"
"I112984","15004.25"
"I285860","9602.72"
"I256587","9602.72"
"I161929","9602.72"
"I227946","5401.53"
"I218467","9602.72"
"I894508","9602.72"
"I191198","9602.72"
"I246650","15004.25"
"I324403","5401.53"
"I141918","9602.72"
"I244500","5401.53"
"I415543","5401.53"
"I187313","15004.25"
"I189057","15004.25"
"I146839","9602.72"
"I216003","15004.25"
"I179198","15004.25"
"I287137","9602.72"
"I698673","9602.72"
"I130651","5401.53"
"I238046","5401.53"
"I267344","5401.53"
"I663811","15004.25"
"I809028","15004.25"
"I695273","5401.53"
"I261277","15004.25"
"I206396","5401.53"
"I201660","9602.72"
"I292289","5401.53"
"I337426","5401.53"
"I174349","15004.25"
"I189561","5401.53"
"I303113","15004.25"
"I423029","5401.53"
"I166215","5401.53"
"I811815","15004.25"
"I383505","9602.72"
"I132923","15004.25"
"I229966","9602.72"
"I177208","15004.25"
"I161377","5401.53"
"I263558","15004.25"
"I227263","5401.53"
"I305804","9602.72"
"I173078","15004.25"
"I679954","5401.53"
"I269832","15004.25"
"I277188","9602.72"
"I633637","5401.53"
"I269161","15004.25"
"I115292","9602.72"
"I749498","9602.72"
"I281731","5401.53"
"I169954","5401.53"
"I130562","9602.72"
"I474774","9602.72"
"I181113","5401.53"
"I290968","15004.25"
"I257356","15004.25"
"I948246","9602.72"
"I270714","9602.72"
"I278015","9602.72"
"I532407","9602.72"
"I175995","5401.53"
"I229854","15004.25"
"I418231","5401.53"
"I148777","15004.25"
"I345093","9602.72"
"I127456","9602.72"
"I113733","9602.72"
"I191611","5401.53"
"I874657","5401.53"
